,ID,fanpage
0,100000121655953 ,0
1,100000415069143 ,0
2,100000663150522 ,0
3,100000031950599 ,0
4,100000195800927 ,0
5,100000501730029 ,0
6,1319239643 ,0
7,1743657943 ,0
8,100004062726535 ,0
9,100000845772629 ,0
10,100007778350204 ,0
11,857255219 ,0
12,100002193891518 ,0
13,100000420229217 ,0
14,100000111470125 ,0
15,100000581430520 ,0
16,100029034549181 ,0
17,100000286508864 ,0
18,100000257072585 ,0
19,1175983883 ,0
20,100002378985870 ,0
21,1119866472 ,0
22,100001811675747 ,0
23,100005158657904 ,0
24,100002759410281 ,0
25,100000239719182 ,0
26,100000046510506 ,0
27,100000463345773 ,0
28,1768974085 ,0
29,563780747 ,0
30,100002514248072 ,0
31,100001550938101 ,0
32,100000399826581 ,0
33,100000121570951 ,0
34,100005897882039 ,0
35,100000211628054 ,0
36,100000173872615 ,0
37,1791795625 ,0
38,100000205860071 ,0
39,100000277150395 ,0
40,100000153235731 ,0
41,100002648314508 ,0
42,100000414177741 ,0
43,100000161402811 ,0
44,100000299108324 ,0
45,100000113688417 ,0
46,100000707019798 ,0
47,100000331661901 ,0
48,100001060306260 ,0
49,100000060170851 ,0
50,100002185761167 ,0
51,1369112121 ,0
52,549072298 ,0
53,100000331715486 ,0
54,100001512789683 ,0
55,100002219305225 ,0
56,100000191935046 ,0
57,1365257754 ,0
58,100000325008943 ,0
59,100004224214858 ,0
60,100008224774963 ,0
61,100000252451695 ,0
62,100000321663538 ,0
63,1558904388 ,0
64,100000200944989 ,0
65,100013234118792 ,0
66,100000709075613 ,0
67,100008166575342 ,0
68,1775456609 ,0
69,100006440168276 ,0
70,100002266466963 ,0
71,100000119595581 ,0
72,100000082041467 ,0
73,100000227949856 ,0
74,100003830847483 ,0
75,100007051847103 ,0
76,100000906602840 ,0
77,100003513631415 ,0
78,100003249643160 ,0
79,100003836858178 ,0
80,100000288913390 ,0
81,100001767437606 ,0
82,100000261524726 ,0
83,100008342490668 ,0
84,100000190356409 ,0
85,1826104924 ,0
86,1530815047 ,0
87,100000428867158 ,0
88,1796543965 ,0
89,100002785119730 ,0
90,1540212183 ,0
91,100007235388230 ,0
92,100000285632321 ,0
93,100001345133816 ,0
94,100000523781396 ,0
95,100000357616139 ,0
96,100000986695201 ,0
97,100000362470820 ,0
98,100010301772320 ,0
99,842152210 ,0
100,100001578893005 ,0
101,100002275509970 ,0
102,100000298225677 ,0
103,100002110195975 ,0
104,100000322122340 ,0
105,100011485158517 ,0
106,100004479215093 ,0
107,100000683080974 ,0
108,100000142179384 ,0
109,100000107661846 ,0
110,100000185584978 ,0
111,100006259781715 ,0
112,100004506819578 ,0
113,100008879496915 ,0
114,100000456008916 ,0
115,100000305791188 ,0
116,100006838414324 ,0
117,519401882 ,0
118,100000197875176 ,0
119,677979718 ,0
120,1800440557 ,0
121,1685498560 ,0
122,100002622879848 ,0
123,533397841 ,0
124,100008748165827 ,0
125,100002632065069 ,0
126,100000227753333 ,0
127,100018262205621 ,0
128,100030423916015 ,0
129,100000214911142 ,0
130,100004000110168 ,0
131,100004542879951 ,0
132,100002611730307 ,0
133,100000343646628 ,0
134,100000178261687 ,0
135,100027893108141 ,0
136,100001017663323 ,0
137,100000062432745 ,0
138,100001398819353 ,0
139,100001140860579 ,0
140,100004224760405 ,0
141,100003072996473 ,0
142,1577179613 ,0
143,100000353090385 ,0
144,100000296752502 ,0
145,100010781565244 ,0
146,100000522310668 ,0
147,100000176208951 ,0
148,100004565982895 ,0
149,1751581748 ,0
150,100000317682137 ,0
151,532930539 ,0
152,668373287 ,0
153,100000126858106 ,0
154,1672222152 ,0
155,100000226580971 ,0
156,100000275251783 ,0
157,100000173569162 ,0
158,100002902287714 ,0
159,100001771201515 ,0
160,100002045423240 ,0
161,1408178057 ,0
162,100000185180523 ,0
163,100004042671815 ,0
164,100002228780439 ,0
165,100001463040914 ,0
166,1564077913 ,0
167,100000227726670 ,0
168,1727390524 ,0
169,100000370807290 ,0
170,100000278674813 ,0
171,100007160341548 ,0
172,100002205447661 ,0
173,100001060213244 ,0
174,100005605984697 ,0
175,100000944698296 ,0
176,100024458063976 ,0
177,100000018648320 ,0
178,100002076942033 ,0
179,100002591252148 ,0
180,100000258061613 ,0
181,100000249237943 ,0
182,1232032571 ,0
183,100006510069839 ,0
184,1235274936 ,0
185,100002458878648 ,0
186,100005269636135 ,0
187,1620387205 ,0
188,100003248239356 ,0
189,100001088784929 ,0
190,100000135243755 ,0
191,100000223451496 ,0
192,100006586032051 ,0
193,1412100661 ,0
194,100000157627464 ,0
195,100001959725539 ,0
196,100006461005766 ,0
197,100000278961654 ,0
198,100000277292111 ,0
199,100000153820019 ,0
200,739197978 ,0
201,100000445645089 ,0
202,1510553796 ,0
203,100001098128248 ,0
204,100000449400837 ,0
205,100006247292713 ,0
206,100000287637547 ,0
207,100000480983051 ,0
208,100002012946162 ,0
209,100003224404547 ,0
210,100000981763344 ,0
211,100000345100315 ,0
212,100000223364560 ,0
213,100007795260301 ,0
214,1159614474 ,0
215,100001215653521 ,0
216,100000451849404 ,0
217,100000190988490 ,0
218,100001926744451 ,0
219,100002189054353 ,0
220,100004861369133 ,0
221,100000176874491 ,0
222,100002276464266 ,0
223,100000071427949 ,0
224,100002546041084 ,0
225,100000075444233 ,0
226,100001822803116 ,0
227,100000304220028 ,0
228,100002520168399 ,0
229,1685087872 ,0
230,100003209349167 ,0
231,100002681762242 ,0
232,100000120610989 ,0
233,100000413062522 ,0
234,100000224711894 ,0
235,1043138318 ,0
236,729313376 ,0
237,100002192674776 ,0
238,100000287714195 ,0
239,100000181734621 ,0
240,100000052534956 ,0
241,100007768034011 ,0
242,100000125418133 ,0
243,100001610245714 ,0
244,100003669552141 ,0
245,501416188 ,0
246,100002793970249 ,0
247,100000078594707 ,0
248,1307917243 ,0
249,100001809236200 ,0
250,1703972156 ,0
251,1122962732 ,0
252,100000193787714 ,0
253,100000196823609 ,0
254,100000403792615 ,0
255,100011603550469 ,0
256,1776680363 ,0
257,100000730113686 ,0
258,100002589992168 ,0
259,100033340429966 ,0
260,100009048285292 ,0
261,100002717098550 ,0
262,100000553021661 ,0
263,100002981132073 ,0
264,100001871112604 ,0
265,100000615844549 ,0
266,100000354862417 ,0
267,100000184946677 ,0
268,1086785942 ,0
269,100002084877266 ,0
270,100000288410086 ,0
271,100000114592816 ,0
272,1790123854 ,0
273,100001120064269 ,0
274,100000111462782 ,0
275,100000044065450 ,0
276,100000258088589 ,0
277,1043766981 ,0
278,100001533126073 ,0
279,100001196145201 ,0
280,100002382748737 ,0
281,100002213945982 ,0
282,100000221182246 ,0
283,100002355971717 ,0
284,100000237858892 ,0
285,100000145780610 ,0
286,100007221215148 ,0
287,100000410796263 ,0
288,100000493971983 ,0
289,100000208929553 ,0
290,100000355160975 ,0
291,100007842611001 ,0
292,100000172313431 ,0
293,1835333164 ,0
294,100000167951898 ,0
295,100001636795537 ,0
296,100000340925362 ,0
297,100001643787120 ,0
298,100004639770628 ,0
299,563115826 ,0
300,100000178761377 ,0
301,100000133958704 ,0
302,100001307321784 ,0
303,100000187360019 ,0
304,100010920600189 ,0
305,100000926437460 ,0
306,1749620207 ,0
307,100012442542855 ,0
308,100024896553552 ,0
309,100007297299892 ,0
310,100000245663416 ,0
311,100000441288343 ,0
312,100000238744787 ,0
313,1006663792 ,0
